section,path,size_bytes,details,note
duplicate_group,C:\Windows\System32\directml.dll | C:\Windows\WinSxS\amd64_microsoft-windows-directml_31bf3856ad364e35_10.0.26100.5074_none_4f3d17e7a0d6896e\directml.dll,10239544,1a01244e9e7ba66a23f72877626e725f8a23dc81dd6574095877fc9d00ee95ad,review required
duplicate_group,C:\Program Files (x86)\Microsoft\EdgeCore\146.0.3856.84\Locales\gu.pak | C:\Program Files (x86)\Microsoft\EdgeCore\Optimized\Locales\gu.pak | C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.84\Locales\gu.pak | C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.84\ResiliencyLinks\Locales\gu.pak.DATA | C:\Program Files (x86)\Microsoft\Edge\Application\146.0.3856.84\Locales\gu.pak | C:\Program Files (x86)\Microsoft\Edge\Application\146.0.3856.84\ResiliencyLinks\Locales\gu.pak.DATA,10231875,dd86c0b1c783c613de7f89c6a4f85395e5f59c7ca69a890353241edfffa3bad0,review required
duplicate_group,C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\Widgets\Microsoft.Graphics.Canvas.dll | C:\Windows\SystemApps\MicrosoftWindows.Client.Core_cw5n1h2txyewy\Widgets.Taskbar\Microsoft.Graphics.Canvas.dll | C:\Windows\SystemApps\Shared\Microsoft.Graphics.Canvas\E3FE1A23C1ADA9A83E8DD89732B36433EDDAF49A7218ED5BD9977FA468BE8E3F\Microsoft.Graphics.Canvas.dll | C:\Windows\SystemApps\SxS\MicrosoftWindows.57242383.Tasbar_cw5n1h2txyewy\Taskbar\Widgets.Taskbar\Microsoft.Graphics.Canvas.dll | C:\Windows\WinSxS\amd64_userexperience-core_31bf3856ad364e35_10.0.26100.8036_none_541bf90f7aa6dcbf\Core\Widgets.Taskbar\Microsoft.Graphics.Canvas.dll | C:\Windows\WinSxS\amd64_userexperience-desktop_31bf3856ad364e35_10.0.26100.8036_none_c84590c11a2e4d54\CBS\Widgets\Microsoft.Graphics.Canvas.dll | C:\Windows\WinSxS\amd64_userexperience-shared_31bf3856ad364e35_10.0.26100.7922_none_b284393570f6ab2e\Microsoft.Graphics.Canvas.dll,10223808,e3fe1a23c1ada9a83e8dd89732b36433eddaf49a7218ed5bd9977fa468be8e3f,review required
duplicate_group,C:\Program Files (x86)\Microsoft\EdgeCore\146.0.3856.84\Locales\hi.pak | C:\Program Files (x86)\Microsoft\EdgeCore\Optimized\Locales\hi.pak | C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.84\Locales\hi.pak | C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.84\ResiliencyLinks\Locales\hi.pak.DATA | C:\Program Files (x86)\Microsoft\Edge\Application\146.0.3856.84\Locales\hi.pak | C:\Program Files (x86)\Microsoft\Edge\Application\146.0.3856.84\ResiliencyLinks\Locales\hi.pak.DATA,10213750,0afa7f5bedd75938fd7872af17573fbf3dbe6a5bac39c63af65fb441c3d7ad7b,review required
duplicate_group,C:\Program Files (x86)\Microsoft\EdgeCore\146.0.3856.97\elevated_tracing_service.exe | C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.97\elevated_tracing_service.exe | C:\Program Files (x86)\Microsoft\Edge\Application\146.0.3856.97\elevated_tracing_service.exe,10158160,2bf206860a5cda215d1063fb05c2a3cf0e6a362ca107b4f25e05277d73278a24,review required
duplicate_group,C:\Program Files (x86)\NVIDIA Corporation\PhysX\Engine\A0A1369354E1\PhysX3Gpu_x86.dll | C:\Program Files\NVIDIA Corporation\Installer2\Display.PhysX.{E13C2D87-EE95-48A7-A20D-E21E191816A5}\files\Engine\A0A1369354E1\PhysX3Gpu_x86.dll,10147024,f2cbf12726846976ea76e6e56eff0baf85dac75afd6198366a626e01ddcdd8a1,review required
duplicate_group,C:\Program Files (x86)\Microsoft\EdgeCore\146.0.3856.97\Installer\setup.exe | C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.97\Installer\setup.exe | C:\Program Files (x86)\Microsoft\Edge\Application\146.0.3856.97\Installer\setup.exe,10128464,3fe1b141c534ee080b6575d66f4c185ad551f4b80fcb5a8b49190ea5a16402fe,review required
duplicate_group,C:\Program Files (x86)\Microsoft\EdgeCore\146.0.3856.97\dual_engine_adapter_x64.dll | C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.97\dual_engine_adapter_x64.dll | C:\Program Files (x86)\Microsoft\Edge\Application\146.0.3856.97\dual_engine_adapter_x64.dll,10124128,b6587850c51a75451fe8b1cef92935fa19c0067219b1b95b2aa6ee8feb1594d9,review required
duplicate_group,C:\Program Files (x86)\Microsoft\EdgeCore\146.0.3856.97\Locales\ml.pak | C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.97\Locales\ml.pak | C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.97\ResiliencyLinks\Locales\ml.pak.DATA | C:\Program Files (x86)\Microsoft\Edge\Application\146.0.3856.97\Locales\ml.pak | C:\Program Files (x86)\Microsoft\Edge\Application\146.0.3856.97\ResiliencyLinks\Locales\ml.pak.DATA,10013536,e6ec6044dabc6dd2686adbbe190e224a0557b158a6fd93d336d66f204fa0a7b6,review required
duplicate_group,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\clr.dll | C:\Windows\WinSxS\amd64_netfx4-clr_dll_b03f5f7f11d50a3a_4.0.15920.100_none_384ce7e61a862e96\clr.dll,10000416,0fbadd1fdc9733a92f807c7ae26b05c8f9c2ade06a2c344bfaa5eb5c6dcf8ed7,review required
duplicate_group,C:\Program Files (x86)\Microsoft\EdgeCore\146.0.3856.84\Locales\lo.pak | C:\Program Files (x86)\Microsoft\EdgeCore\Optimized\Locales\lo.pak | C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.84\Locales\lo.pak | C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.84\ResiliencyLinks\Locales\lo.pak.DATA | C:\Program Files (x86)\Microsoft\Edge\Application\146.0.3856.84\Locales\lo.pak | C:\Program Files (x86)\Microsoft\Edge\Application\146.0.3856.84\ResiliencyLinks\Locales\lo.pak.DATA,9987730,c8b9653c9e0b5aef6704ff00d2acc68399abc3b6afd88b81e9f9ee274efdc833,review required
duplicate_group,C:\Program Files (x86)\Microsoft\EdgeCore\146.0.3856.97\Locales\ta.pak | C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.97\Locales\ta.pak | C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.97\ResiliencyLinks\Locales\ta.pak.DATA | C:\Program Files (x86)\Microsoft\Edge\Application\146.0.3856.97\Locales\ta.pak | C:\Program Files (x86)\Microsoft\Edge\Application\146.0.3856.97\ResiliencyLinks\Locales\ta.pak.DATA,9979372,1f1871f12ea7525df348434ccd73509e11430f209b96d97e10ffd6e62f9f1120,review required
duplicate_group,C:\Program Files (x86)\Microsoft\EdgeCore\146.0.3856.84\oneds.dll | C:\Program Files (x86)\Microsoft\EdgeCore\Optimized\oneds.dll | C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.84\oneds.dll | C:\Program Files (x86)\Microsoft\Edge\Application\146.0.3856.84\oneds.dll,9962616,8cff75f8c9b3a3180da6288492e1786eaac29b6a315ee8047474751fa64da0b4,review required
duplicate_group,C:\Program Files (x86)\Microsoft\EdgeCore\146.0.3856.97\notification_helper.exe | C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.97\notification_helper.exe | C:\Program Files (x86)\Microsoft\Edge\Application\146.0.3856.97\notification_click_helper.exe | C:\Program Files (x86)\Microsoft\Edge\Application\146.0.3856.97\notification_helper.exe | C:\Program Files (x86)\Microsoft\Edge\Application\146.0.3856.97\passkey_authenticator_plugin.exe,9910432,870ecf2e50d6e63c43104c18393f53bc1f53de6a4cfb96b083661dda561ce125,review required
duplicate_group,C:\Program Files (x86)\NVIDIA Corporation\PhysX\Engine\82D8704BAB07\PhysXCore.dll | C:\Program Files\NVIDIA Corporation\Installer2\Display.PhysX.{E13C2D87-EE95-48A7-A20D-E21E191816A5}\files\Engine\82D8704BAB07\PhysXCore.dll,9909456,ebbff57f1e42d8ba92a6f145daf9a528fa1f54d60785c336949a26633476d399,review required
duplicate_group,C:\Program Files (x86)\NVIDIA Corporation\PhysX\Engine\549B931E903E\PhysXCore.dll | C:\Program Files\NVIDIA Corporation\Installer2\Display.PhysX.{E13C2D87-EE95-48A7-A20D-E21E191816A5}\files\Engine\549B931E903E\PhysXCore.dll,9909448,4ca2ede8c0255d896d8fa41a6f4d3ba6167342b903756aae58f035f045e51861,review required
duplicate_group,C:\Program Files (x86)\NVIDIA Corporation\PhysX\Engine\C22346819C37\PhysXCore.dll | C:\Program Files\NVIDIA Corporation\Installer2\Display.PhysX.{E13C2D87-EE95-48A7-A20D-E21E191816A5}\files\Engine\C22346819C37\PhysXCore.dll,9903824,f9ced3733d39e46a6a58990f119f6485f4ec9f7c1430fb7601b8d628e2a84e67,review required
duplicate_group,C:\Program Files (x86)\Microsoft\EdgeCore\146.0.3856.84\Locales\kok.pak | C:\Program Files (x86)\Microsoft\EdgeCore\Optimized\Locales\kok.pak | C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.84\Locales\kok.pak | C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.84\ResiliencyLinks\Locales\kok.pak.DATA | C:\Program Files (x86)\Microsoft\Edge\Application\146.0.3856.84\Locales\kok.pak | C:\Program Files (x86)\Microsoft\Edge\Application\146.0.3856.84\ResiliencyLinks\Locales\kok.pak.DATA,9897335,9cd803988de761d4fb9839da77f637033befae956ae0c02081f3b7a90d269a62,review required
duplicate_group,C:\Windows\System32\DriverStore\FileRepository\netrtwlanu.inf_amd64_2814b0012fc3a833\rtwlanu.sys | C:\Windows\WinSxS\amd64_dual_netrtwlanu.inf_31bf3856ad364e35_10.0.26100.1_none_f16f85ce7960ec61\rtwlanu.sys,9893888,6ef2e531ae7a8a636fded68ea679bccf692758d905bec35053a240131ada3463,review required
duplicate_group,C:\Program Files (x86)\NVIDIA Corporation\PhysX\Engine\5182B3C9EFEC\PhysXCore.dll | C:\Program Files\NVIDIA Corporation\Installer2\Display.PhysX.{E13C2D87-EE95-48A7-A20D-E21E191816A5}\files\Engine\5182B3C9EFEC\PhysXCore.dll,9884872,5f24fc6a512c76951152ce4542543b6f8a2a9e36a6e8d6d7ffc79531fe0750fd,review required
duplicate_group,C:\Program Files (x86)\Microsoft\EdgeCore\146.0.3856.84\Locales\th.pak | C:\Program Files (x86)\Microsoft\EdgeCore\Optimized\Locales\th.pak | C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.84\Locales\th.pak | C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.84\ResiliencyLinks\Locales\th.pak.DATA | C:\Program Files (x86)\Microsoft\Edge\Application\146.0.3856.84\Locales\th.pak | C:\Program Files (x86)\Microsoft\Edge\Application\146.0.3856.84\ResiliencyLinks\Locales\th.pak.DATA,9875450,9008234d7be58ca61aa276fc476347fd67c513eed679f0b371419073f5a08663,review required
duplicate_group,C:\Windows\SysWOW64\PrintConfig.dll | C:\Windows\System32\DriverStore\FileRepository\prnms003.inf_x86_ff37b47c1ea5a3a8\I386\PrintConfig.dll | C:\Windows\System32\spool\drivers\W32X86\3\PrintConfig.dll | C:\Windows\WinSxS\x86_dual_prnms003.inf_31bf3856ad364e35_10.0.26100.8036_none_56676b0039eb8c84\I386\PrintConfig.dll,9810432,61b1b195dc5bc2092f8feed92a90d2fa24832563c90cfca61429768461cdc22c,review required
duplicate_group,C:\Windows\Speech_OneCore\Engines\TTS\en-US\MSTTSLocEnUS.dat | C:\Windows\WinSxS\amd64_microsoft-windows-s..voicecommon-onecore_31bf3856ad364e35_10.0.26100.7920_none_d0cf538b8fb19994\MSTTSLocEnUS.dat,9804832,dd5f025db2296094d44e123cb42d5d7c92442804a45f250373ac5285d80e6ce2,review required
duplicate_group,C:\Windows\System32\twinui.pcshell.dll | C:\Windows\WinSxS\amd64_microsoft-windows-twinui-pcshell_31bf3856ad364e35_10.0.26100.8036_none_8e393ff7d07a5707\twinui.pcshell.dll,9695232,d56742e631ab34b07b0b908eddbdfd1811e8f0ad760641ba57125922f1ce1dc0,review required
access_error,C:\Program Files\Norton Security\NortonData\22.16.1.4\Stage\SBU_W_31200_5537_NS_OEM,0,scandir,[WinError 5] Access is denied: 'C:\\Program Files\\Norton Security\\NortonData\\22.16.1.4\\Stage\\SBU_W_31200_5537_NS_OEM'
access_error,C:\Program Files (x86)\Google\CrashReports,0,scandir,[WinError 5] Access is denied: 'C:\\Program Files (x86)\\Google\\CrashReports'
access_error,C:\Recovery,0,scandir,[WinError 5] Access is denied: 'C:\\Recovery'
access_error,C:\Windows\appcompat\appraiser,0,scandir,[WinError 5] Access is denied: 'C:\\Windows\\appcompat\\appraiser'
access_error,C:\Windows\appcompat\UA,0,scandir,[WinError 5] Access is denied: 'C:\\Windows\\appcompat\\UA'
access_error,C:\Windows\LiveKernelReports,0,scandir,[WinError 5] Access is denied: 'C:\\Windows\\LiveKernelReports'
access_error,C:\Windows\Microsoft\Windows\Models,0,scandir,[WinError 5] Access is denied: 'C:\\Windows\\Microsoft\\Windows\\Models'
access_error,C:\Windows\ModemLogs,0,scandir,[WinError 5] Access is denied: 'C:\\Windows\\ModemLogs'
access_error,C:\Windows\Prefetch,0,scandir,[WinError 5] Access is denied: 'C:\\Windows\\Prefetch'
access_error,C:\Windows\Provisioning\Autopilot,0,scandir,[WinError 5] Access is denied: 'C:\\Windows\\Provisioning\\Autopilot'
access_error,C:\Windows\Resources\Themes\aero\VSCache,0,scandir,[WinError 5] Access is denied: 'C:\\Windows\\Resources\\Themes\\aero\\VSCache'
access_error,C:\Windows\security\audit,0,scandir,[WinError 5] Access is denied: 'C:\\Windows\\security\\audit'
access_error,C:\Windows\security\cap,0,scandir,[WinError 5] Access is denied: 'C:\\Windows\\security\\cap'
access_error,C:\Windows\ServiceProfiles\LocalService,0,scandir,[WinError 5] Access is denied: 'C:\\Windows\\ServiceProfiles\\LocalService'
access_error,C:\Windows\ServiceProfiles\NetworkService,0,scandir,[WinError 5] Access is denied: 'C:\\Windows\\ServiceProfiles\\NetworkService'
access_error,C:\Windows\ServiceState,0,scandir,[WinError 5] Access is denied: 'C:\\Windows\\ServiceState'
access_error,C:\Windows\System32\Com\dmp,0,scandir,[WinError 5] Access is denied: 'C:\\Windows\\System32\\Com\\dmp'
access_error,C:\Windows\System32\config,0,scandir,[WinError 5] Access is denied: 'C:\\Windows\\System32\\config'
access_error,C:\Windows\System32\drivers\DriverData,0,scandir,[WinError 5] Access is denied: 'C:\\Windows\\System32\\drivers\\DriverData'
access_error,C:\Windows\System32\DriverState,0,scandir,[WinError 5] Access is denied: 'C:\\Windows\\System32\\DriverState'
access_error,C:\Windows\System32\ias,0,scandir,[WinError 5] Access is denied: 'C:\\Windows\\System32\\ias'
access_error,C:\Windows\System32\LogFiles\WMI\RtBackup,0,scandir,[WinError 5] Access is denied: 'C:\\Windows\\System32\\LogFiles\\WMI\\RtBackup'
access_error,C:\Windows\System32\MsDtc,0,scandir,[WinError 5] Access is denied: 'C:\\Windows\\System32\\MsDtc'
access_error,C:\Windows\System32\networklist,0,scandir,[WinError 5] Access is denied: 'C:\\Windows\\System32\\networklist'
access_error,C:\Windows\System32\SleepStudy,0,scandir,[WinError 5] Access is denied: 'C:\\Windows\\System32\\SleepStudy'
access_error,C:\Windows\System32\spool\PRINTERS,0,scandir,[WinError 5] Access is denied: 'C:\\Windows\\System32\\spool\\PRINTERS'
access_error,C:\Windows\System32\spool\SERVERS,0,scandir,[WinError 5] Access is denied: 'C:\\Windows\\System32\\spool\\SERVERS'
access_error,C:\Windows\System32\sru,0,scandir,[WinError 5] Access is denied: 'C:\\Windows\\System32\\sru'
access_error,C:\Windows\System32\Tasks,0,scandir,[WinError 5] Access is denied: 'C:\\Windows\\System32\\Tasks'
access_error,C:\Windows\System32\Tasks_Migrated,0,scandir,[WinError 5] Access is denied: 'C:\\Windows\\System32\\Tasks_Migrated'
access_error,C:\Windows\System32\wbem\MOF,0,scandir,[WinError 5] Access is denied: 'C:\\Windows\\System32\\wbem\\MOF'
access_error,C:\Windows\System32\WDI,0,scandir,[WinError 5] Access is denied: 'C:\\Windows\\System32\\WDI'
access_error,C:\Windows\System32\WebThreatDefSvc,0,scandir,[WinError 5] Access is denied: 'C:\\Windows\\System32\\WebThreatDefSvc'
access_error,C:\Windows\SystemTemp,0,scandir,[WinError 5] Access is denied: 'C:\\Windows\\SystemTemp'
access_error,C:\Windows\SysWOW64\Com\dmp,0,scandir,[WinError 5] Access is denied: 'C:\\Windows\\SysWOW64\\Com\\dmp'
access_error,C:\Windows\SysWOW64\config,0,scandir,[WinError 5] Access is denied: 'C:\\Windows\\SysWOW64\\config'
access_error,C:\Windows\SysWOW64\Msdtc,0,scandir,[WinError 5] Access is denied: 'C:\\Windows\\SysWOW64\\Msdtc'
access_error,C:\Windows\SysWOW64\NetworkList,0,scandir,[WinError 5] Access is denied: 'C:\\Windows\\SysWOW64\\NetworkList'
access_error,C:\Windows\SysWOW64\sru,0,scandir,[WinError 5] Access is denied: 'C:\\Windows\\SysWOW64\\sru'
access_error,C:\Windows\SysWOW64\Tasks,0,scandir,[WinError 5] Access is denied: 'C:\\Windows\\SysWOW64\\Tasks'
access_error,C:\Windows\Temp,0,scandir,[WinError 5] Access is denied: 'C:\\Windows\\Temp'
access_error,C:\Windows\WUModels,0,scandir,[WinError 5] Access is denied: 'C:\\Windows\\WUModels'
access_error,C:\Windows\System32\winevt\Logs\Microsoft-Windows-Ntfs%4Operational.evtx,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Ntfs%4Operational.evtx'
access_error,C:\Windows\System32\winevt\Logs\Microsoft-Windows-StateRepository%4Operational.evtx,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-StateRepository%4Operational.evtx'
access_error,C:\Windows\System32\winevt\Logs\Microsoft-Windows-Storage-Storport%4Operational.evtx,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Storage-Storport%4Operational.evtx'
access_error,C:\Windows\System32\winevt\Logs\Windows PowerShell.evtx,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\winevt\\Logs\\Windows PowerShell.evtx'
access_error,C:\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-PnP%4Device Management.evtx,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Kernel-PnP%4Device Management.evtx'
access_error,C:\Windows\System32\winevt\Logs\Microsoft-Windows-SmbClient%4Connectivity.evtx,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-SmbClient%4Connectivity.evtx'
access_error,C:\Windows\System32\winevt\Logs\Microsoft-Windows-WebAuthN%4Operational.evtx,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-WebAuthN%4Operational.evtx'
access_error,C:\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Defender%4Operational.evtx,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Windows Defender%4Operational.evtx'
access_error,C:\Windows\System32\catroot2\edb.log,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\catroot2\\edb.log'
access_error,C:\Windows\System32\catroot2\edbtmp.log,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\catroot2\\edbtmp.log'
access_error,C:\Windows\System32\winevt\Logs\Microsoft-Windows-AppReadiness%4Admin.evtx,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-AppReadiness%4Admin.evtx'
access_error,C:\Windows\System32\winevt\Logs\Microsoft-Windows-AppReadiness%4Operational.evtx,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-AppReadiness%4Operational.evtx'
access_error,C:\Windows\System32\winevt\Logs\Microsoft-Windows-Hyper-V-VmSwitch-Operational.evtx,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Hyper-V-VmSwitch-Operational.evtx'
access_error,C:\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-WHEA%4Operational.evtx,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Kernel-WHEA%4Operational.evtx'
access_error,C:\Windows\System32\winevt\Logs\Microsoft-Windows-Partition%4Diagnostic.evtx,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Partition%4Diagnostic.evtx'
access_error,C:\Windows\System32\winevt\Logs\Microsoft-Windows-PowerShell%4Operational.evtx,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-PowerShell%4Operational.evtx'
access_error,C:\Windows\System32\winevt\Logs\Microsoft-Windows-Privacy-Auditing%4Operational.evtx,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Privacy-Auditing%4Operational.evtx'
access_error,C:\Windows\System32\winevt\Logs\Microsoft-Windows-User Profile Service%4Operational.evtx,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-User Profile Service%4Operational.evtx'
access_error,C:\Windows\System32\winevt\Logs\Microsoft-Client-Licensing-Platform%4Admin.evtx,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\winevt\\Logs\\Microsoft-Client-Licensing-Platform%4Admin.evtx'
access_error,C:\Windows\System32\winevt\Logs\Microsoft-Windows-AAD%4Operational.evtx,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-AAD%4Operational.evtx'
access_error,C:\Windows\System32\winevt\Logs\Microsoft-Windows-Application-Experience%4Program-Telemetry.evtx,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Application-Experience%4Program-Telemetry.evtx'
access_error,C:\Windows\System32\winevt\Logs\Microsoft-Windows-AppModel-Runtime%4Admin.evtx,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-AppModel-Runtime%4Admin.evtx'
access_error,C:\Windows\System32\winevt\Logs\Microsoft-Windows-AppXDeployment%4Operational.evtx,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-AppXDeployment%4Operational.evtx'
access_error,C:\Windows\System32\winevt\Logs\Microsoft-Windows-AppxPackaging%4Operational.evtx,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-AppxPackaging%4Operational.evtx'
access_error,C:\Windows\System32\winevt\Logs\Microsoft-Windows-Audio%4Operational.evtx,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Audio%4Operational.evtx'
access_error,C:\Windows\System32\winevt\Logs\Microsoft-Windows-Audio%4PlaybackManager.evtx,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Audio%4PlaybackManager.evtx'
access_error,C:\Windows\System32\winevt\Logs\Microsoft-Windows-Bits-Client%4Operational.evtx,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Bits-Client%4Operational.evtx'
access_error,C:\Windows\System32\winevt\Logs\Microsoft-Windows-CertificateServicesClient-Lifecycle-User%4Operational.evtx,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-CertificateServicesClient-Lifecycle-User%4Operational.evtx'
access_error,C:\Windows\System32\winevt\Logs\Microsoft-Windows-CloudRestoreLauncher%4Operational.evtx,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-CloudRestoreLauncher%4Operational.evtx'
access_error,C:\Windows\System32\winevt\Logs\Microsoft-Windows-CloudStore%4Initialization.evtx,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-CloudStore%4Initialization.evtx'
access_error,C:\Windows\System32\winevt\Logs\Microsoft-Windows-CloudStore%4Operational.evtx,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-CloudStore%4Operational.evtx'
access_error,C:\Windows\System32\winevt\Logs\Microsoft-Windows-CodeIntegrity%4Operational.evtx,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-CodeIntegrity%4Operational.evtx'
access_error,C:\Windows\System32\winevt\Logs\Microsoft-Windows-CoreSystem-SmsRouter-Events%4Operational.evtx,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-CoreSystem-SmsRouter-Events%4Operational.evtx'
access_error,C:\Windows\System32\winevt\Logs\Microsoft-Windows-Crypto-DPAPI%4Operational.evtx,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Crypto-DPAPI%4Operational.evtx'
access_error,C:\Windows\System32\winevt\Logs\Microsoft-Windows-Crypto-NCrypt%4KeyMgmt.evtx,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Crypto-NCrypt%4KeyMgmt.evtx'
access_error,C:\Windows\System32\winevt\Logs\Microsoft-Windows-Crypto-NCrypt%4Operational.evtx,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Crypto-NCrypt%4Operational.evtx'
access_error,C:\Windows\System32\winevt\Logs\Microsoft-Windows-DeviceManagement-Enterprise-Diagnostics-Provider%4Admin.evtx,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-DeviceManagement-Enterprise-Diagnostics-Provider%4Admin.evtx'
access_error,C:\Windows\System32\winevt\Logs\Microsoft-Windows-DeviceManagement-Enterprise-Diagnostics-Provider%4Operational.evtx,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-DeviceManagement-Enterprise-Diagnostics-Provider%4Operational.evtx'
access_error,C:\Windows\System32\winevt\Logs\Microsoft-Windows-DeviceManagement-Enterprise-Diagnostics-Provider%4Sync.evtx,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-DeviceManagement-Enterprise-Diagnostics-Provider%4Sync.evtx'
access_error,C:\Windows\System32\winevt\Logs\Microsoft-Windows-DeviceSetupManager%4Admin.evtx,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-DeviceSetupManager%4Admin.evtx'
access_error,C:\Windows\System32\winevt\Logs\Microsoft-Windows-Dhcp-Client%4Admin.evtx,0,hash,[Errno 13] Permission denied: 'C:\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Dhcp-Client%4Admin.evtx'
